"rt","stimulus","button_pressed","test_part","trial_type","trial_index","time_elapsed","internal_node_id","subject","session","experiment_name","complete","totalTime","key_press","currentStim","recognized","aha"
"17298","<div style='word-wrap: break-word; width: 900px'><h3>Please consider this information carefully before deciding whether to participate in this research</h3><ul style='text-align: left; font-size: .8em;'><li><b>Purpose of the research</b>: To examine how people process images.</li><li><b>What you will do in this research</b>:  Stimuli (images) will be presented on the computer and you will be asked different questions about them.</li><li><b>Time required</b>: Participation will take max 60 minutes to complete.</li><li><b>Risks</b>:  There are no anticipated risks associated with participating in this study. The effects of participating should be comparable to those you would experience from viewing a computer monitor for 60 minutes and using a mouse or keyboard.</li><li><b>Benefits</b>:  This study provides no benefits to you individually. The study provides important information about the nature of perception and learning.</li><li><b>Confidentiality</b>:  Your participation in this study will remain confidential. No personally identifiable information will be associated with your data. Your de-identified data may be shared with other researchers and used in future projects.</li><li><b>Participation and withdrawal</b>:  Your participation in this study is completely voluntary and you may refuse to participate or you may choose to withdraw at any time without penalty.</li><li><b>How to contact the researchers</b>: If you have questions or concerns about your participation or payment, or want to request a summary of research findings, please contact Sander Van de Cruys (KU Leuven), at sander.vandecruys@kuleuven.be.</li></ul><p>The nature and purpose of this research have been sufficiently explained and I agree to participate in this study.  I understand that I am free to withdraw at any time without incurring any penalty.</p><p>Please consent by clicking the button below to continue. Otherwise, please exit the study at this time.</p></div>","0","instructions","html-button-response","0","17300","0.0-0.0","CAL","1","pretest","true","1566376184","","","",""
"59147","<div style='word-wrap: break-word; width: 900px'><h3>Instructions</h3><p>In this experiment you will see a series of distorted images like the one below on the left. As you can see in the righthand image, the distorted images are derived from actual photographs.In what follows, you will <strong>briefly</strong> be presented with <strong>only</strong> the distorted image.</p> <div style='float: left; margin-right: 20px;'><img src='../img/018tt.jpg' height='250' width='250'></img></div><div style='float: right; margin-left: 20px;'><img src='../img/018gs.jpg' height='250' width='250'></img></div><p>To be useful for future research, we need to select those images that people can generally not solve on their own. Therefore we'll show you the distorted image and ask you to indicate (yes or no) whether you already recognized what was in the image. This is not a competition, so please respond truthfully. We don't ask or check your answer, we just want to know whether you think you recognized it. All images depict objects from one of these broad level categories: animals, inanimate objects, plants, sports, vehicles, and food. Recognizing means knowing more than these broad labels for a given image. It means knowing at least the basic level category of the main object in the image, for example when you see a parrot in the image, 'parrot' will obviously be a correct answer but also correct is 'bird', but not 'animal' (the broad level category). For the example above, 'rose' would be correct or 'flower', but not 'plant'. When soccer players are depicted, you don't recognize the image when you just see 'humans', 'outdoors', or 'sports'. Note that complete certainty about your answer is not necessary, it's enough to have a good, definite guess on the object, to say 'yes, I recognized it'.</p><p>One additional question will be asked after we've revealed the solution: You'll be asked to indicate how strong your <strong>aha-experience</strong> was. This describes the positive 'click' you sometimes experience, when the pieces of the 'puzzle' fall together and you suddenly have 'insight' in the image. It describes how good you felt the 'fit' was between the distorted image and the solution.</p><p>Press any key to start.</p></div>","","instructions","html-keyboard-response","1","76448","0.0-1.0","CAL","1","pretest","true","1566376184","68","","",""
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","2","76651","0.0-2.0-0.0","CAL","1","pretest","true","1566376184","null","","",""
"null","../img/tt/1088tt.jpg","","mooney1","image-keyboard-response","3","79654","0.0-2.0-1.0","CAL","1","pretest","true","1566376184","null","../img/tt/1088tt.jpg","",""
"2151","<p></p>","","recognized","html-keyboard-response","4","81805","0.0-2.0-2.0","CAL","1","pretest","true","1566376184","89","../img/tt/1088tt.jpg","y",""
"null","../img/gs/1088gs.jpg","","solution","image-keyboard-response","5","83808","0.0-2.0-3.0","CAL","1","pretest","true","1566376184","null","","",""
"null","../img/tt/1088tt.jpg","","mooney2","image-keyboard-response","6","85810","0.0-2.0-4.0","CAL","1","pretest","true","1566376184","null","","",""
"15683","<p>How strong was your <strong>aha-experience</strong>?</p>","","aha","html-keyboard-response","7","101493","0.0-2.0-5.0","CAL","1","pretest","true","1566376184","53","../img/tt/1088tt.jpg","","5"
"null","<div style=""font-size:60px;""> </div>","","fixation","html-keyboard-response","8","101696","0.0-2.0-0.1","CAL","1","pretest","true","1566376184","null","","",""
"null","../img/tt/1074tt.jpg","","mooney1","image-keyboard-response","9","104697","0.0-2.0-1.1","CAL","1","pretest","true","1566376184","null","../img/tt/1074tt.jpg","",""
